Summit,AWS Session ID,Session name,Abstract,Capacity,Session Date,Start Time,End Time,Session Duration,Session Topic,Session Tracks,Session Type,Session Level,Area of Interest,Target Roles,Industry,Sponsor,Total Speakers,AWS Speakers,External Speakers,Robotics [Session Topic],Networking [Session Topic],AI/ML [Session Topic],Architecture [Session Topic],Cloud Operations [Session Topic],Front-End Web & Mobile [Session Topic],Enterprise & Migration [Session Topic],Content Delivery [Session Topic],Business Applications [Session Topic],Hybrid Cloud [Session Topic],End-User Computing [Session Topic],Training & Certification [Session Topic],Analytics [Session Topic],Kubernetes [Session Topic],Compute [Session Topic],Internet of Things [Session Topic],Migration & Transfer [Session Topic],Serverless Containers and Functions [Session Topic],DevOps & Developer Productivity [Session Topic],Management & Governance [Session Topic],Database [Session Topic],Security/Identity/Compliance [Session Topic],Application Integration [Session Topic],Storage [Session Topic],Blockchain [Session Topic],Threat Detection & Incident Response [Area of Interest],Social Impact [Area of Interest],Customer Enablement [Area of Interest],Inclusion & Diversity [Area of Interest],Small and Midsize Business (SMB) [Area of Interest],Well-Architected Framework [Area of Interest],New to AWS [Area of Interest],Open Source [Area of Interest],Modernization [Area of Interest],Sustainability [Area of Interest],BuildOn.AWS  [Area of Interest],Identity & Access Management [Area of Interest],Customer Stories [Area of Interest],Open Data [Area of Interest],Event-Driven Architecture [Area of Interest],Digital Native Business (DNB) [Area of Interest],Governance/Risk/Compliance [Area of Interest],Resilience [Area of Interest],Application Security [Area of Interest],VMware [Area of Interest],GovCloud [Area of Interest],Network & Infrastructure Security [Area of Interest],Data Protection [Area of Interest],AWS Partners [Area of Interest],Business Intelligence [Area of Interest],Global Infrastructure [Area of Interest],Microsoft [Area of Interest],SAP [Area of Interest],AWS Marketplace [Area of Interest],Disaster Response & Recovery [Area of Interest],Independent Software Vendor (ISV) [Area of Interest],Workforce Development [Area of Interest],Oracle [Area of Interest],Edge Computing [Area of Interest],Startup [Area of Interest],SaaS [Area of Interest],Generative AI [Area of Interest],DeepRacer [Area of Interest],Price Performance [Area of Interest],Innovation on AWS [Area of Interest],Tech Explorer [Target Roles],Developer / Engineer [Target Roles],Data Engineer [Target Roles],IT Executive [Target Roles],IT Administrator [Target Roles],Data Scientist [Target Roles],DevOps Engineer [Target Roles],Venture Capitalist [Target Roles],Advisor / Consultant [Target Roles],Business Executive [Target Roles],System Administrator [Target Roles],Academic / Researcher [Target Roles],Press / Media Analyst [Target Roles],Student [Target Roles],Entrepreneur (Founder/Co-Founder) [Target Roles],Sales / Marketing [Target Roles],Cloud Security Specialist [Target Roles],Solution or Systems Architect [Target Roles],IT Professional or Technical Manager [Target Roles],Financial Services [Industry],Automotive [Industry],Telecommunications [Industry],Government [Industry],Travel & Hospitality [Industry],Manufacturing & Industrial [Industry],Healthcare [Industry],Media & Entertainment [Industry],Consumer Packaged Goods [Industry],Education [Industry],Advertising & Marketing [Industry],Retail [Industry],Sports [Industry],Mining & Minerals [Industry],Aerospace & Satellite [Industry],Life Sciences [Industry],Agriculture [Industry],Energy [Industry],Games [Industry],Nonprofit [Industry]
New York,STP101,A founder's guide to disruption,"Are you a tech founderâ€”or aspiring tech founderâ€”looking to launch the next big thing? As an entrepreneur, you have a competitive advantage: your expertise, intuition, and vision give you the competitive edge. But running a successful startup is toughâ€”juggling multiple roles, hiring, fundraising, and day-to-day operations can get in the way of your passion. In this startup talk, Tolga Tarhan and Amanda McQueen, co-founders of Kibsi, a no-code computer vision platform, discuss practical strategies for getting started, top mistakes to avoid, and how to have the courage and conviction to go from idea to success.",300,7/26/23,1/1/00 13:00,1/1/00 13:45,45,,Startup,Startup Talk,100 - Foundational,"Customer Stories,Startup,Innovation on AWS","Business Executive,Developer / Engineer,Entrepreneur (Founder/Co-Founder)",,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STP102,"Backing Gen Z: Funding, supporting & building for the next generation","Ambitious, digital-native Gen Z founders are primed to disrupt the startup ecosystem for years to come. With new, young talent comes rapidly changing expectations and needs within the entrepreneur-investor landscape. How does the nature of the relationship change as Gen Z seeks value beyond capital? How can investors bridge the gap for founders with limited networks, resources, and professional experience? How does advice change when building products for the Gen Z consumer? In this startup talk, hear transparent perspectives from an early-stage investor at Inspired Capital and a fellowship program director at 776 Foundation on funding, supporting, and building for Gen Z.",300,7/26/23,1/1/00 14:00,1/1/00 14:45,45,,Startup,Startup Talk,100 - Foundational,Startup,"Entrepreneur (Founder/Co-Founder),Business Executive,Venture Capitalist",,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STP103,Meet the startups using data to address the climate crisis,"The UN Secretary-General has called climate change â€œthe defining issue of our time.â€ According to PWC, 25% of all venture capital investments in 2022 were directed toward climate tech startups that aim to tackle this urgent issue. To understand the climate crisis and create solutions, the world needs data. That's where three cutting-edge climate tech startupsâ€”Arcadia, Climavision, and BlocPowerâ€”come in. In this startup talk, find out how the companies at the forefront of this issue provide critical data access and insights to businesses and users alike. Join this lively discussion moderated by the co-founder of the Energy Impact Fund.",300,7/26/23,1/1/00 9:30,1/1/00 10:15,45,"Analytics,Database,Business Applications",Startup,Startup Talk,100 - Foundational,"Innovation on AWS,Sustainability,Startup","Entrepreneur (Founder/Co-Founder),Business Executive,Developer / Engineer",,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STP104,The road to a billion-dollar valuation,"Gain valuable insight into how two successful founders reached Unicorn and Soonicorn status. Join this startup talk for an engaging session featuring leaders from Esusu, an established Unicorn startup, and Materialize, a promising Soonicorn. Hear directly from these founders as they offer perspective on crucial topics such as scaling operations, overcoming market competition, achieving sustainable growth, and fundraising.",300,7/26/23,1/1/00 15:00,1/1/00 15:45,45,,Startup,Startup Talk,100 - Foundational,"Customer Stories,Startup,Innovation on AWS","Entrepreneur (Founder/Co-Founder),Developer / Engineer,Business Executive",,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STP105,How to build a differentiated product strategy with GenAI models,"Developers and product teams are racing to implement generative AI capabilities to meet customer demand. In this startup talk, learn about the power of GenAI models for building a differentiated product strategy. From customized summaries to tailored feedback and Q&A, embedding GenAI into the product experience empowers organizations to understand and anticipate customer preferences like never before. Join this talk to learn how teams can get started building market-leading products incorporating usage data, off-the-shelf models, fine-tuning models, and proprietary models to iterate on new GenAI features, drive customer adoption, and propel their business forward.",300,7/26/23,1/1/00 16:00,1/1/00 16:45,45,AI/ML,Startup,Startup Talk,100 - Foundational,"Startup,Innovation on AWS","Business Executive,Developer / Engineer,Entrepreneur (Founder/Co-Founder)",,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,SUS201-FM,Architecting sustainably and optimizing costs,"Today, more than ever, sustainability and cost-savings are top of mind for many organizations. In this session, hear from Kyle Larson, VP for Cloud Adoption at IDEMIA, about how IDEMIA is using the AWS Well-Architected pillars and proxy metrics to inform and drive sustainable architecture decisions. Discover best practices for identifying opportunities to optimize your AWS workloads to support your sustainability goals. Explore technologies, architectures, and patterns that can help you design with cost and sustainability in mind, while delivering on your operational goals.",250,7/26/23,1/1/00 16:15,1/1/00 17:15,60,Architecture,,Breakout Session,200 - Intermediate,"Sustainability,Well-Architected Framework,Customer Stories","Developer / Engineer,Solution or Systems Architect",,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,SVS301,Best practices for microservices deployed on Amazon ECS,"Organizations increasingly run their applications as containerized microservices on Amazon ECS. In this chalk talk, learn about best practices for how you can safely and quickly roll out new application versions with Amazon ECS. The discussion includes various tools you can use for Amazon ECS deployments (such as CFN, CDK, Terraform, CLI, console) and best practices for safeguards available depending upon the application type (load-balanced versus event-driven) and infrastructure provider (Amazon EC2 versus AWS Fargate).",100,7/26/23,1/1/00 8:30,1/1/00 9:30,60,Serverless Containers and Functions,Serverless Compute,Chalk Talk,300 - Advanced,,"Developer / Engineer,IT Professional or Technical Manager,System Administrator",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,TNC201-R,Self-paced labs: Come and go as you please,"In these self-paced labs, practice your craft in a live AWS sandbox environment. In contrast to a simulation or demo, explore real-world cloud scenarios like spinning up a virtual machine or database, saving files to the cloud, and more with step-by-step instructions in the AWS Management Console. Try any of the 125+ self-paced labs on your own. Instructors are available for questions. Come and go as you pleaseâ€”labs take 30 to 90 minutes.",150,7/26/23,1/1/00 9:30,1/1/00 10:30,60,"Security/Identity/Compliance,AI/ML,Training & Certification",T&C,Lab,200 - Intermediate,"Startup,Network & Infrastructure Security,New to AWS","Developer / Engineer,DevOps Engineer,IT Professional or Technical Manager","Financial Services,Telecommunications,Education",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New York,TNC201-R1,Self-paced labs: Come and go as you please,"In these self-paced labs, practice your craft in a live AWS sandbox environment. In contrast to a simulation or demo, explore real-world cloud scenarios like spinning up a virtual machine or database, saving files to the cloud, and more with step-by-step instructions in the AWS Management Console. Try any of the 125+ self-paced labs on your own. Instructors are available for questions. Come and go as you pleaseâ€”labs take 30 to 90 minutes.",150,7/26/23,1/1/00 10:30,1/1/00 11:30,60,"Security/Identity/Compliance,AI/ML,Training & Certification",T&C,Lab,200 - Intermediate,"Startup,Network & Infrastructure Security,New to AWS","Developer / Engineer,DevOps Engineer,IT Professional or Technical Manager","Financial Services,Telecommunications,Education",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New York,TNC201-R2,Self-paced labs: Come and go as you please,"In these self-paced labs, practice your craft in a live AWS sandbox environment. In contrast to a simulation or demo, explore real-world cloud scenarios like spinning up a virtual machine or database, saving files to the cloud, and more with step-by-step instructions in the AWS Management Console. Try any of the 125+ self-paced labs on your own. Instructors are available for questions. Come and go as you pleaseâ€”labs take 30 to 90 minutes.",150,7/26/23,1/1/00 11:30,1/1/00 12:30,60,"Security/Identity/Compliance,AI/ML,Training & Certification",T&C,Lab,200 - Intermediate,"Startup,Network & Infrastructure Security,New to AWS","Developer / Engineer,DevOps Engineer,IT Professional or Technical Manager","Financial Services,Telecommunications,Education",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New York,TNC202,Create a CI/CD pipeline to deploy your application to AWS Fargate,"This lab demonstrates how to build a fully managed continuous integration and continuous delivery (CI/CD) pipeline for applications that run on Amazon Elastic Container Service (Amazon ECS). Use AWS CodePipeline to model, orchestrate, and visualize a three-stage pipeline that deploys a containerized application using a blue/green deployment strategy. This strategy launches a new version of the application that runs alongside the old version and then slowly shifts traffic to the new version. Blue/green deployments are commonly employed when performing in-place application upgrades. Learn how you can use these to validate new code while simultaneously running the old application version.",150,7/26/23,1/1/00 8:00,1/1/00 9:00,60,Training & Certification,T&C,Lab,200 - Intermediate,Event-Driven Architecture,"System Administrator,IT Administrator","Financial Services,Life Sciences,Travel & Hospitality",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
New York,TNC203,Spotlight Jam: Amazon S3 whisperer,"Picture thisâ€”you are a newly hired DevOps engineer at a data analytics firm. This firm has recently acquired a large number of clients and has seen a significant increase in the volume of data it processes. This has resulted in slower data processing times and increased pressure on the company's on-premises infrastructure. To address these issues, the company has decided to move some of its data to AWS, which offers more scalability and flexibility. In this Jam, see how quickly you can perform this task using powerful new capabilities.",150,7/26/23,1/1/00 13:00,1/1/00 14:00,60,"AI/ML,Training & Certification",T&C,Lab,200 - Intermediate,,"Developer / Engineer,DevOps Engineer,Solution or Systems Architect","Games,Financial Services,Media & Entertainment",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
New York,TNC301,Spotlight lab: Frontend is for everyone,"As a technology professional with scripting experience and a new idea, building a frontend for a proof of concept or minimum lovable product may seem out of reach. In this lab scenario, your team depends on you to provision Linux instances for their use. You have already improved this process by writing an AWS Lambda function that launches Amazon EC2 instances with appropriate tagging. What if there was a web-based self-service tool that doesn't require logging into the AWS Management Console? In this lab, build a serverless, full-stack single-page application with auth that allows users to launch and terminate EC2 instances.",150,7/26/23,1/1/00 16:00,1/1/00 17:00,60,Training & Certification,T&C,Lab,300 - Advanced,"Edge Computing,Customer Enablement",Developer / Engineer,"Telecommunications,Aerospace & Satellite,Healthcare",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
New York,TNC302,Spotlight lab: Resolve VPC routing conflicts,"As a network engineer, you are contacted by a client who cannot reach its website. The client has a two-tier web application in its AWS Cloud environment. The web application consists of two virtual private clouds peered together with the Application Load Balancer (ALB) nodes hosted in VPC-ALB and the web servers (targets) hosted in VPC-Target. In this lab, resolve the issue reported by the client by performing troubleshooting tasks.",150,7/26/23,1/1/00 14:30,1/1/00 15:30,60,"Networking,Training & Certification",T&C,Lab,300 - Advanced,Network & Infrastructure Security,"Data Engineer,Developer / Engineer,DevOps Engineer","Life Sciences,Energy,Media & Entertainment",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
New York,AIM204,Generate clinical notes with AI using AWS Health Scribe [NEW LAUNCH],"Join this session to learn about AWS Health Scribe, a new HIPAA-eligible service that empowers healthcare software vendors to build clinical applications that automatically generate transcripts and summarized notes by analyzing patient-clinician conversations in their clinical applications. Learn how AWS Health Scribe combines speech recognition and generative AI to help reduce the burden of clinical documentation by generating easy-to-review clinical notes.",250,7/26/23,1/1/00 13:30,1/1/00 14:30,60,,AI/ML,Breakout Session,200 - Intermediate,,,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,AIM205,Better business and patient outcomes with AWS health services [NEW LAUNCH],"The healthcare and life sciences industry remains highly regulated and complex with many manual processes. From healthcare providers to healthcare payers and IT vendors, healthcare and life sciences professionals are seeking opportunities to reinvent how they collaborate, make data-driven clinical and operational decisions, enable precision medicine, and decrease the cost of care. Join this chalk talk to learn how AWS is helping make this possible with a portfolio of purpose-built services for building high-performance, population-scale applications that can store, transform, analyze, and access healthcare and life science data.",100,7/26/23,1/1/00 16:30,1/1/00 17:30,60,,AI/ML,Chalk Talk,200 - Intermediate,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,AIM206,Getting started with no-code ML using Amazon SageMaker Canvas [NEW LAUNCH],"Many organizations use ML to accurately predict outcomes and make faster business decisions. However, this often requires preparing, building, training, and deploying ML models. With Amazon SageMaker Canvas, business analysts can generate accurate ML predictions on their own without requiring any ML experience or writing a single line of code. In this chalk talk, learn how you can use SageMaker Canvas to connect, prepare, analyze, and explore data and automatically create ML models. Also, discover what's new with SageMaker Canvas.",100,7/26/23,1/1/00 14:15,1/1/00 15:15,60,,AI/ML,Chalk Talk,200 - Intermediate,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,AIM306,Accelerate generative AI applications with agents for Amazon Bedrock [NEW LAUNCH],"Amazon Bedrock is the easiest way to build and scale generative AI applications with foundation models (FMs). Agents for Amazon Bedrock is a new managed capability that automatically runs actions, improving the accuracy and relevancy of FM responses and making it easier for developers to build with FMs. Join this chalk talk to see a demo and get your questions about Amazon Bedrock and generative AI answered.",100,7/26/23,1/1/00 15:30,1/1/00 16:30,60,AI/ML,AI/ML,Chalk Talk,300 - Advanced,"Generative AI,Innovation on AWS",,,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,ANT303,Making a modern data architecture a reality,"A modern data strategy is a comprehensive blueprint to help you break down data silos, people silos, and business silos so that you can make smarter decisions faster. Join this builders' session to learn the building blocks of a modern data architecture to optimize analytics processes and deliver insights to your business faster using AWS Glue, Amazon Athena, and Amazon Redshift. You must bring your laptop to participate.",40,7/26/23,1/1/00 13:15,1/1/00 14:15,60,"Analytics,Architecture",Analytics,Builders' Session,300 - Advanced,"BuildOn.AWS ,Modernization,Innovation on AWS","Data Engineer,Solution or Systems Architect,Developer / Engineer","Automotive,Financial Services,Media & Entertainment",0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New York,ANT304,New vector similarity search in Amazon OpenSearch Serverless [NEW LAUNCH],"Amazon OpenSearch Serverless now provides a simple, scalable, and high-performing similarity search capability that supports semantic search, recommendation engines, rich media and image search, and retrieval augmented generation (RAG), without having to manage underlying data infrastructure. In this chalk talk, learn about the latest Amazon OpenSearch Serverless vector database and vector similarity search capabilities, and find out how you can use them to index and store billions of vector embeddings from various ML models. Get the opportunity to ask questions and learn how the service's scalability, reliability, and contextually relevant responses can better power your generative AI applications.",100,7/26/23,1/1/00 15:15,1/1/00 16:15,60,"Analytics,AI/ML,Database",Analytics,Chalk Talk,300 - Advanced,"Generative AI,Open Source",,,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,ANT305,Authoring jobs easily using AWS Glue [NEW LAUNCH],"AWS Glue is a serverless data integration service that makes it easier for you to discover, prepare, move, and integrate data from multiple sources for analytics, machine learning, and application development. You can discover and connect to more than 70 diverse data sources, manage your data in a centralized data catalog, and visually create, run, and monitor ETL pipelines to load data into your data lakes. Join this chalk talk to learn how to author jobs easily with new features, including a generative AI ETL coding companion, AWS Glue DataBrew recipes in AWS Glue jobs, and AWS Glue native support for Amazon Redshift and Snowflake.",100,7/26/23,1/1/00 15:15,1/1/00 16:15,60,"Analytics,AI/ML",Analytics,Chalk Talk,300 - Advanced,"Generative AI,Innovation on AWS",,,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,BSI201,Generative BI in Amazon QuickSight [NEW LAUNCH],"Transform traditional multi-step BI tasks into intuitive and powerful natural language experiences powered by Amazon Bedrock and built on Amazon QuickSight's ML foundation. In this chalk talk, learn how you can simply ask QuickSight in natural language to build, discover, and share meaningful insights in seconds.",100,7/26/23,1/1/00 15:30,1/1/00 16:30,60,"AI/ML,Analytics",Business Intelligence,Chalk Talk,200 - Intermediate,"Generative AI,Business Intelligence","Data Engineer,Tech Explorer,IT Professional or Technical Manager",,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,PRT206-S,How modern data management can fuel your success on AWS (sponsored by Talend),"AWS is the trusted home of zettabytes of data belonging to thousands of organizations globally. Today's organizations are increasingly reliant on data to operate and make informed decisions. However, data is only valuable if it is accurate, reliable, and accessible. That's where modern data management comes in. Talend accelerates the cloud migration and modernization of data and applications with a complete, flexible, and trusted platform that works seamlessly with AWS. Join this lightning talk to learn more about how you can maximize the value of the cloud and unlock the potential of your data. This presentation is brought to you by Talend, an AWS Partner.",300,7/26/23,1/1/00 15:15,1/1/00 15:30,15,"Analytics,Migration & Transfer",Lightning talk,Lightning Talk,200 - Intermediate,"Business Intelligence,Modernization","Data Engineer,Data Scientist","Financial Services,Manufacturing & Industrial,Healthcare",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
